level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3509	2480	-1	
2	1	1	0	0	0	2207	39	868	34	-1	
3	1	1	1	0	0	2207	39	868	34	-1	
4	1	1	1	1	0	2207	39	868	34	-1	
5	1	1	1	1	1	2207	48	111	25	93.182014	FECHA
5	1	1	1	1	2	2337	48	130	25	93.182014	PEDIDO
5	1	1	1	1	3	2844	39	231	34	91.578674	NÚM.PEDIDO
2	1	2	0	0	0	33	269	2134	4	-1	
3	1	2	1	0	0	33	269	2134	4	-1	
4	1	2	1	1	0	33	269	2134	4	-1	
5	1	2	1	1	1	33	269	2134	4	95.000000	 
2	1	3	0	0	0	29	705	3430	7	-1	
3	1	3	1	0	0	29	705	3430	7	-1	
4	1	3	1	1	0	29	705	3430	7	-1	
5	1	3	1	1	1	29	705	3430	7	95.000000	 
2	1	4	0	0	0	2001	777	625	5	-1	
3	1	4	1	0	0	2001	777	625	5	-1	
4	1	4	1	1	0	2001	777	625	5	-1	
5	1	4	1	1	1	2001	777	625	5	95.000000	 
2	1	5	0	0	0	75	97	3426	716	-1	
3	1	5	1	0	0	75	97	3426	716	-1	
4	1	5	1	1	0	79	97	3260	133	-1	
5	1	5	1	1	1	79	105	32	69	93.005653	H
5	1	5	1	1	2	162	105	7	69	90.171814	I
5	1	5	1	1	3	212	104	30	71	84.441063	S
5	1	5	1	1	4	287	105	28	69	86.051132	P
5	1	5	1	1	5	353	106	43	68	96.697563	A
5	1	5	1	1	6	438	105	35	69	92.686279	N
5	1	5	1	1	7	523	105	7	69	91.970245	|
5	1	5	1	1	8	568	105	31	69	60.878757	|
5	1	5	1	1	9	634	106	54	124	96.481628	A
5	1	5	1	1	10	711	104	30	71	69.953865	S
5	1	5	1	1	11	2218	97	155	24	96.260277	07/03/2025
5	1	5	1	1	12	2627	97	95	24	91.395500	1/25-26
5	1	5	1	1	13	3044	97	139	24	89.174934	PAW5022
5	1	5	1	1	14	3252	97	63	30	92.204208	Pag:
5	1	5	1	1	15	3329	97	10	23	92.204208	1
4	1	5	1	2	0	75	188	3168	47	-1	
5	1	5	1	2	1	75	196	13	34	94.284386	J
5	1	5	1	2	2	115	195	36	36	15.695198	©
5	1	5	1	2	3	170	191	28	43	31.431526	NV
5	1	5	1	2	4	259	196	2	34	95.767715	|
5	1	5	1	2	5	288	195	21	36	90.628105	S
5	1	5	1	2	6	368	195	30	35	96.061295	A
5	1	5	1	2	7	457	195	30	35	77.881401	S
5	1	5	1	2	8	514	196	26	34	89.959976	H
5	1	5	1	2	9	568	191	66	44	5.575104	@F|
5	1	5	1	2	10	661	195	74	35	82.846924	GE
5	1	5	1	2	11	2212	188	139	39	89.841660	AGENTE
5	1	5	1	2	12	3057	193	186	24	25.795120	EFSERVICIO
4	1	5	1	3	0	2219	235	1000	24	-1	
5	1	5	1	3	1	2219	235	41	23	96.002022	PA
5	1	5	1	3	2	3065	235	154	24	92.982178	15/08/2025
4	1	5	1	4	0	429	296	2580	39	-1	
5	1	5	1	4	1	429	300	143	27	92.082527	EMBOGA,
5	1	5	1	4	2	584	300	43	24	93.215843	S.A
5	1	5	1	4	3	637	300	70	24	76.903824	.Avda
5	1	5	1	4	4	719	300	30	24	97.006187	de
5	1	5	1	4	5	760	300	19	24	93.150345	la
5	1	5	1	4	6	791	300	94	27	96.257507	libertad,
5	1	5	1	4	7	896	302	75	22	96.876411	44-45
5	1	5	1	4	8	983	300	37	24	73.841034	Poll.
5	1	5	1	4	9	1031	300	39	24	94.366058	Ind.
5	1	5	1	4	10	1081	296	181	39	88.571144	SalinetasApdo.
5	1	5	1	4	11	1272	302	128	22	91.677299	48-03610
5	1	5	1	4	12	1411	303	81	21	92.197456	PETRER
5	1	5	1	4	13	1502	299	133	28	92.601814	(ALICANTE)
5	1	5	1	4	14	1647	298	156	26	50.699417	ESPANAC.I.F.
5	1	5	1	4	15	1815	303	170	21	52.734013	A-03326121
5	1	5	1	4	16	1995	300	46	24	94.279198	Tel.
5	1	5	1	4	17	2055	299	51	28	94.628319	(34)
5	1	5	1	4	18	2120	303	53	21	95.962914	965
5	1	5	1	4	19	2187	303	53	21	93.062729	370
5	1	5	1	4	20	2253	303	106	21	85.572479	605.Fax
5	1	5	1	4	21	2372	299	51	28	96.228661	(34)
5	1	5	1	4	22	2437	303	53	21	96.559341	965
5	1	5	1	4	23	2504	303	53	21	96.707939	370
5	1	5	1	4	24	2570	303	52	21	90.263123	908
5	1	5	1	4	25	2636	316	7	2	96.335678	-
5	1	5	1	4	26	2657	296	149	39	52.133263	hispanitas@
5	1	5	1	4	27	2818	296	191	39	52.133263	hispanitas.com
4	1	5	1	5	0	119	355	2541	42	-1	
5	1	5	1	5	1	119	372	137	25	91.701302	CLIENTE
5	1	5	1	5	2	1141	364	113	25	91.556953	LUGAR
5	1	5	1	5	3	1272	364	18	25	93.302910	Y
5	1	5	1	5	4	1307	364	260	25	96.412575	CONDICIONES
5	1	5	1	5	5	1588	364	39	25	90.863426	DE
5	1	5	1	5	6	1648	355	109	34	92.794975	ENVÍO
5	1	5	1	5	7	2209	364	260	25	96.255211	CONDICIONES
5	1	5	1	5	8	2490	364	39	25	96.255211	DE
5	1	5	1	5	9	2547	364	113	25	95.893707	VENTA
4	1	5	1	6	0	126	418	2208	29	-1	
5	1	5	1	6	1	126	418	125	24	91.936676	CECILIO
5	1	5	1	6	2	261	418	154	24	89.822929	SERRANO
5	1	5	1	6	3	425	418	143	24	92.038681	VALLEJO
5	1	5	1	6	4	580	418	77	24	93.085571	H.S.L
5	1	5	1	6	5	711	418	87	29	65.747757	(2084)
5	1	5	1	6	6	2219	418	115	24	92.323723	1X90-00
4	1	5	1	7	0	127	460	2264	24	-1	
5	1	5	1	7	1	127	460	61	24	91.778961	LOS
5	1	5	1	7	2	199	460	119	24	92.212593	CHICOS
5	1	5	1	7	3	773	460	158	24	91.215347	B40000150
5	1	5	1	7	4	2219	460	172	24	89.524773	EF.DOM-CP
4	1	5	1	8	0	125	502	3137	34	-1	
5	1	5	1	8	1	125	502	83	24	92.573204	JUAN
5	1	5	1	8	2	221	502	117	28	91.792191	BRAVO,
5	1	5	1	8	3	350	502	32	24	96.655869	32
5	1	5	1	8	4	2207	512	151	24	92.094971	ENTIDAD
5	1	5	1	8	5	2516	512	149	24	92.512665	OFICINA
5	1	5	1	8	6	2761	512	65	24	92.113777	D.C.
5	1	5	1	8	7	3071	511	191	24	71.281052	N£CUENTA
4	1	5	1	9	0	125	543	318	29	-1	
5	1	5	1	9	1	125	543	82	24	96.391457	40001
5	1	5	1	9	2	282	543	161	29	92.061417	(SEGOVIA)
4	1	5	1	10	0	126	585	800	24	-1	
5	1	5	1	10	1	126	585	141	24	92.674599	SEGOVIA
5	1	5	1	10	2	772	585	154	24	96.866608	921462646
4	1	5	1	11	0	377	665	3061	39	-1	
5	1	5	1	11	1	377	665	196	39	91.965416	Modelo/Linea
5	1	5	1	11	2	960	665	175	39	92.529106	Descripción
5	1	5	1	11	3	1586	669	47	23	78.365791	N.T
5	1	5	1	11	4	1669	669	82	24	78.365791	Pares
5	1	5	1	11	5	2251	665	95	39	92.272095	Tallaje
5	1	5	1	11	6	3023	669	112	24	90.188156	P.Venta
