level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	3	0	0	0	0	0	0	3509	2480	-1	
2	3	1	0	0	0	2207	48	260	25	-1	
3	3	1	1	0	0	2207	48	260	25	-1	
4	3	1	1	1	0	2207	48	260	25	-1	
5	3	1	1	1	1	2207	48	111	25	93.182014	FECHA
5	3	1	1	1	2	2337	48	130	25	93.182014	PEDIDO
2	3	2	0	0	0	2844	39	231	34	-1	
3	3	2	1	0	0	2844	39	231	34	-1	
4	3	2	1	1	0	2844	39	231	34	-1	
5	3	2	1	1	1	2844	39	231	34	89.164665	NÚM.PEDIDO
2	3	3	0	0	0	2218	97	155	24	-1	
3	3	3	1	0	0	2218	97	155	24	-1	
4	3	3	1	1	0	2218	97	155	24	-1	
5	3	3	1	1	1	2218	97	155	24	92.271179	07/03/2025
2	3	4	0	0	0	2627	97	95	24	-1	
3	3	4	1	0	0	2627	97	95	24	-1	
4	3	4	1	1	0	2627	97	95	24	-1	
5	3	4	1	1	1	2627	97	95	24	91.382111	1/25-26
2	3	5	0	0	0	3044	97	139	24	-1	
3	3	5	1	0	0	3044	97	139	24	-1	
4	3	5	1	1	0	3044	97	139	24	-1	
5	3	5	1	1	1	3044	97	139	24	80.675430	PAW5022
2	3	6	0	0	0	3252	97	91	30	-1	
3	3	6	1	0	0	3252	97	91	30	-1	
4	3	6	1	1	0	3252	97	91	30	-1	
5	3	6	1	1	1	3252	97	63	30	91.284042	Pag:
5	3	6	1	1	2	3328	97	15	24	91.284042	3
2	3	7	0	0	0	79	104	662	71	-1	
3	3	7	1	0	0	79	104	662	71	-1	
4	3	7	1	1	0	79	104	662	71	-1	
5	3	7	1	1	1	79	104	662	71	89.663445	HISPANITAS
2	3	8	0	0	0	2212	192	139	25	-1	
3	3	8	1	0	0	2212	192	139	25	-1	
4	3	8	1	1	0	2212	192	139	25	-1	
5	3	8	1	1	1	2212	192	139	25	92.758011	AGENTE
2	3	9	0	0	0	3057	193	186	24	-1	
3	3	9	1	0	0	3057	193	186	24	-1	
4	3	9	1	1	0	3057	193	186	24	-1	
5	3	9	1	1	1	3057	193	186	24	92.133698	F.SERVICIO
2	3	10	0	0	0	75	195	123	36	-1	
3	3	10	1	0	0	75	195	123	36	-1	
4	3	10	1	1	0	75	195	123	36	-1	
5	3	10	1	1	1	75	195	123	36	27.161880	ey
2	3	11	0	0	0	259	195	476	36	-1	
3	3	11	1	0	0	259	195	476	36	-1	
4	3	11	1	1	0	259	195	476	36	-1	
5	3	11	1	1	1	259	195	50	36	20.106003	IS
5	3	11	1	1	2	465	195	136	36	34.336342	ClO
5	3	11	1	1	3	647	191	88	56	48.863377	Cle
2	3	12	0	0	0	2219	235	41	23	-1	
3	3	12	1	0	0	2219	235	41	23	-1	
4	3	12	1	1	0	2219	235	41	23	-1	
5	3	12	1	1	1	2219	235	41	23	95.375000	PA
2	3	13	0	0	0	3065	235	154	24	-1	
3	3	13	1	0	0	3065	235	154	24	-1	
4	3	13	1	1	0	3065	235	154	24	-1	
5	3	13	1	1	1	3065	235	154	24	96.545067	15/08/2025
2	3	14	0	0	0	429	296	2580	39	-1	
3	3	14	1	0	0	429	296	2580	39	-1	
4	3	14	1	1	0	429	296	2580	39	-1	
5	3	14	1	1	1	429	300	143	27	91.545380	EMBOGA,
5	3	14	1	1	2	584	300	43	24	93.215843	S.A
5	3	14	1	1	3	637	300	70	24	76.903824	.Avda
5	3	14	1	1	4	719	300	30	24	97.006187	de
5	3	14	1	1	5	760	300	19	24	93.150345	la
5	3	14	1	1	6	791	300	94	27	96.257507	libertad,
5	3	14	1	1	7	896	302	75	22	96.876411	44-45
5	3	14	1	1	8	983	300	37	24	73.841034	Poll.
5	3	14	1	1	9	1031	300	39	24	94.366058	Ind.
5	3	14	1	1	10	1081	296	181	39	88.571144	SalinetasApdo.
5	3	14	1	1	11	1272	302	128	22	91.677299	48-03610
5	3	14	1	1	12	1411	303	81	21	92.197456	PETRER
5	3	14	1	1	13	1502	299	133	28	92.601814	(ALICANTE)
5	3	14	1	1	14	1647	298	156	26	50.699417	ESPANAC.I.F.
5	3	14	1	1	15	1815	303	170	21	52.734013	A-03326121
5	3	14	1	1	16	1995	300	46	24	94.279198	Tel.
5	3	14	1	1	17	2055	299	51	28	94.628319	(34)
5	3	14	1	1	18	2120	303	53	21	95.962914	965
5	3	14	1	1	19	2187	303	53	21	93.062729	370
5	3	14	1	1	20	2253	303	106	21	85.572479	605.Fax
5	3	14	1	1	21	2372	299	51	28	96.228661	(34)
5	3	14	1	1	22	2437	303	53	21	96.559341	965
5	3	14	1	1	23	2504	303	53	21	96.707939	370
5	3	14	1	1	24	2570	303	52	21	90.263123	908
5	3	14	1	1	25	2636	316	7	2	96.335678	-
5	3	14	1	1	26	2657	296	149	39	52.133263	hispanitas@
5	3	14	1	1	27	2818	296	191	39	52.133263	hispanitas.com
2	3	15	0	0	0	1141	355	616	34	-1	
3	3	15	1	0	0	1141	355	616	34	-1	
4	3	15	1	1	0	1141	355	616	34	-1	
5	3	15	1	1	1	1141	364	113	25	91.987427	LUGAR
5	3	15	1	1	2	1272	364	18	25	93.158501	Y
5	3	15	1	1	3	1307	364	260	25	95.865967	CONDICIONES
5	3	15	1	1	4	1588	364	39	25	92.399673	DE
5	3	15	1	1	5	1648	355	109	34	93.248665	ENVÍO
2	3	16	0	0	0	2209	364	451	25	-1	
3	3	16	1	0	0	2209	364	451	25	-1	
4	3	16	1	1	0	2209	364	451	25	-1	
5	3	16	1	1	1	2209	364	260	25	96.590294	CONDICIONES
5	3	16	1	1	2	2490	364	39	25	96.121277	DE
5	3	16	1	1	3	2547	364	113	25	96.272911	VENTA
2	3	17	0	0	0	119	372	137	25	-1	
3	3	17	1	0	0	119	372	137	25	-1	
4	3	17	1	1	0	119	372	137	25	-1	
5	3	17	1	1	1	119	372	137	25	92.651421	CLIENTE
2	3	18	0	0	0	126	418	531	24	-1	
3	3	18	1	0	0	126	418	531	24	-1	
4	3	18	1	1	0	126	418	531	24	-1	
