level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	2	0	0	0	0	0	0	2481	3508	-1	
2	2	1	0	0	0	1017	109	482	30	-1	
3	2	1	1	0	0	1017	109	482	30	-1	
4	2	1	1	1	0	1017	109	482	30	-1	
5	2	1	1	1	1	1017	109	246	30	92.982574	PROPUESTA
5	2	1	1	1	2	1272	110	54	28	92.982574	DE
5	2	1	1	1	3	1340	109	159	30	92.921440	PEDIDO
2	2	2	0	0	0	1720	110	689	35	-1	
3	2	2	1	0	0	1720	110	689	35	-1	
4	2	2	1	1	0	1720	110	689	35	-1	
5	2	2	1	1	1	1720	110	168	29	93.243774	CECILIO
5	2	2	1	1	2	1901	110	189	29	91.476433	SERRANO
5	2	2	1	1	3	2102	111	140	27	91.664474	VALL.Y
5	2	2	1	1	4	2254	111	155	34	88.437973	HNO,S.L
2	2	3	0	0	0	1016	159	424	30	-1	
3	2	3	1	0	0	1016	159	424	30	-1	
4	2	3	1	1	0	1016	159	424	30	-1	
5	2	3	1	1	1	1016	159	144	30	91.516563	Número:
5	2	3	1	1	2	1178	160	262	29	92.779572	1772559750330
2	2	4	0	0	0	1720	161	194	28	-1	
3	2	4	1	0	0	1720	161	194	28	-1	
4	2	4	1	1	0	1720	161	194	28	-1	
5	2	4	1	1	1	1720	161	194	28	92.310341	B-40000150
2	2	5	0	0	0	78	78	795	154	-1	
3	2	5	1	0	0	78	78	795	154	-1	
4	2	5	1	1	0	78	78	795	154	-1	
5	2	5	1	1	1	78	78	795	154	90.511101	wonders
2	2	6	0	0	0	79	239	477	21	-1	
3	2	6	1	0	0	79	239	477	21	-1	
4	2	6	1	1	0	79	239	477	21	-1	
5	2	6	1	1	1	79	239	137	18	91.961212	CALZADOS
5	2	6	1	1	2	222	240	122	20	91.722107	DANUBIO,
5	2	6	1	1	3	353	239	65	18	88.924423	S.L.U.
5	2	6	1	1	4	427	249	8	3	93.271950	-
5	2	6	1	1	5	443	239	113	18	92.720238	B03192424
2	2	7	0	0	0	1017	209	305	30	-1	
3	2	7	1	0	0	1017	209	305	30	-1	
4	2	7	1	1	0	1017	209	305	30	-1	
5	2	7	1	1	1	1017	209	105	30	92.625687	Fecha:
5	2	7	1	1	2	1136	209	186	30	92.625687	03/03/2026
2	2	8	0	0	0	1720	211	298	34	-1	
3	2	8	1	0	0	1720	211	298	34	-1	
4	2	8	1	1	0	1720	211	298	34	-1	
5	2	8	1	1	1	1720	212	97	28	91.450172	JUAN
5	2	8	1	1	2	1830	211	139	34	92.405205	BRAVO,
5	2	8	1	1	3	1983	211	35	28	96.858131	32
2	2	9	0	0	0	79	273	409	21	-1	
3	2	9	1	0	0	79	273	409	21	-1	
4	2	9	1	1	0	79	273	409	21	-1	
5	2	9	1	1	1	79	273	78	18	91.108856	ELCHE
5	2	9	1	1	2	166	273	28	17	90.165993	P.I.
5	2	9	1	1	3	203	273	22	18	91.644394	C/
5	2	9	1	1	4	234	273	110	17	91.464523	S.RAMON
5	2	9	1	1	5	353	273	16	17	93.301224	Y
5	2	9	1	1	6	376	273	82	21	92.795555	CAJAL,
5	2	9	1	1	7	468	273	20	17	96.100609	17
2	2	10	0	0	0	1016	259	322	31	-1	
3	2	10	1	0	0	1016	259	322	31	-1	
4	2	10	1	1	0	1016	259	322	31	-1	
5	2	10	1	1	1	1016	260	121	30	93.045250	F.Serv.:
5	2	10	1	1	2	1153	259	185	31	92.847244	31/08/2026
2	2	11	0	0	0	1719	261	501	36	-1	
3	2	11	1	0	0	1719	261	501	36	-1	
4	2	11	1	1	0	1719	261	501	36	-1	
5	2	11	1	1	1	1719	261	93	28	95.932487	40001
5	2	11	1	1	2	1828	278	10	4	93.304207	-
5	2	11	1	1	3	1852	261	368	36	92.113487	SEGOVIA(SEGOVIA)
2	2	12	0	0	0	79	306	292	18	-1	
3	2	12	1	0	0	79	306	292	18	-1	
4	2	12	1	1	0	79	306	292	18	-1	
5	2	12	1	1	1	79	307	78	17	93.108727	ELCHE
5	2	12	1	1	2	165	306	60	18	96.852036	03203
5	2	12	1	1	3	233	317	7	2	93.209198	-
5	2	12	1	1	4	247	306	124	18	92.721924	ALICANTE
2	2	13	0	0	0	1720	311	366	29	-1	
3	2	13	1	0	0	1720	311	366	29	-1	
4	2	13	1	1	0	1720	311	366	29	-1	
5	2	13	1	1	1	1720	311	257	29	90.653694	Tel.:921-462646
5	2	13	1	1	2	1989	312	97	28	92.019592	JUAN
2	2	14	0	0	0	79	340	160	18	-1	
3	2	14	1	0	0	79	340	160	18	-1	
4	2	14	1	1	0	79	340	160	18	-1	
5	2	14	1	1	1	79	340	133	18	87.670509	T.96-5683911
5	2	14	1	1	2	224	340	15	17	91.538773	F.
2	2	15	0	0	0	1017	310	232	39	-1	
3	2	15	1	0	0	1017	310	232	39	-1	
4	2	15	1	1	0	1017	310	232	39	-1	
5	2	15	1	1	1	1017	311	138	38	92.921234	Importe:
5	2	15	1	1	2	1170	310	79	30	97.011223	8640
2	2	16	0	0	0	79	373	49	18	-1	
3	2	16	1	0	0	79	373	49	18	-1	
4	2	16	1	1	0	79	373	49	18	-1	
5	2	16	1	1	1	79	373	49	18	92.928696	Web:
2	2	17	0	0	0	78	434	78	31	-1	
3	2	17	1	0	0	78	434	78	31	-1	
4	2	17	1	1	0	78	434	78	31	-1	
5	2	17	1	1	1	78	434	78	31	92.119217	Foto
2	2	18	0	0	0	310	432	190	33	-1	
3	2	18	1	0	0	310	432	190	33	-1	
4	2	18	1	1	0	310	432	190	33	-1	
5	2	18	1	1	1	310	432	190	33	93.089767	Referencia
2	2	19	0	0	0	623	432	210	42	-1	
3	2	19	1	0	0	623	432	210	42	-1	
4	2	19	1	1	0	623	432	210	42	-1	
5	2	19	1	1	1	623	432	210	42	92.639954	Descripción
2	2	20	0	0	0	1406	432	157	33	-1	
3	2	20	1	0	0	1406	432	157	33	-1	
4	2	20	1	1	0	1406	432	157	33	-1	
5	2	20	1	1	1	1406	432	157	33	91.953995	Cantidad
2	2	21	0	0	0	1869	432	110	33	-1	
3	2	21	1	0	0	1869	432	110	33	-1	
4	2	21	1	1	0	1869	432	110	33	-1	
5	2	21	1	1	1	1869	432	110	33	91.244873	Precio
2	2	22	0	0	0	2260	434	137	40	-1	
3	2	22	1	0	0	2260	434	137	40	-1	
4	2	22	1	1	0	2260	434	137	40	-1	
5	2	22	1	1	1	2260	434	137	40	92.718506	Importe
2	2	23	0	0	0	312	498	104	26	-1	
3	2	23	1	0	0	312	498	104	26	-1	
4	2	23	1	1	0	312	498	104	26	-1	
5	2	23	1	1	1	312	498	104	26	88.738083	L-1601
2	2	24	0	0	0	618	499	116	30	-1	
3	2	24	1	0	0	618	499	116	30	-1	
4	2	24	1	1	0	618	499	116	30	-1	
5	2	24	1	1	1	618	499	116	30	91.438416	L-1601
2	2	25	0	0	0	1748	495	97	26	-1	
3	2	25	1	0	0	1748	495	97	26	-1	
4	2	25	1	1	0	1748	495	97	26	-1	
5	2	25	1	1	1	1748	495	97	26	88.261360	(35-42):
2	2	26	0	0	0	1812	531	153	20	-1	
3	2	26	1	0	0	1812	531	153	20	-1	
4	2	26	1	1	0	1812	531	153	20	-1	
5	2	26	1	1	1	1812	532	62	18	90.717125	(PVPR
5	2	26	1	1	2	1881	542	7	1	91.827461	-
5	2	26	1	1	3	1897	531	68	20	91.827461	139,00)
2	2	27	0	0	0	1898	495	66	26	-1	
3	2	27	1	0	0	1898	495	66	26	-1	
4	2	27	1	1	0	1898	495	66	26	-1	
5	2	27	1	1	1	1898	495	66	26	92.674622	58,50
2	2	28	0	0	0	2285	499	113	36	-1	
3	2	28	1	0	0	2285	499	113	36	-1	
4	2	28	1	1	0	2285	499	113	36	-1	
5	2	28	1	1	1	2285	499	113	36	92.508278	351,00
2	2	29	0	0	0	192	502	82	72	-1	
3	2	29	1	0	0	192	502	82	72	-1	
4	2	29	1	1	0	192	502	82	72	-1	
5	2	29	1	1	1	192	502	82	72	48.913414	it
2	2	30	0	0	0	617	549	200	23	-1	
3	2	30	1	0	0	617	549	200	23	-1	
4	2	30	1	1	0	617	549	200	23	-1	
5	2	30	1	1	1	617	549	179	23	83.850555	ISY
5	2	30	1	1	2	674	545	17	39	93.104309	/
5	2	30	1	1	3	704	549	88	23	93.062279	NEGRO
5	2	30	1	1	4	804	549	13	23	96.630508	/
2	2	31	0	0	0	1527	548	29	14	-1	
3	2	31	1	0	0	1527	548	29	14	-1	
4	2	31	1	1	0	1527	548	29	14	-1	
5	2	31	1	1	1	1527	548	29	14	91.097275	1x6
2	2	32	0	0	0	180	597	47	31	-1	
3	2	32	1	0	0	180	597	47	31	-1	
4	2	32	1	1	0	180	597	47	31	-1	
5	2	32	1	1	1	180	597	9	19	53.446651	a
5	2	32	1	1	2	216	600	11	28	62.960201	N
2	2	33	0	0	0	185	566	73	28	-1	
3	2	33	1	0	0	185	566	73	28	-1	
4	2	33	1	1	0	185	566	73	28	-1	
5	2	33	1	1	1	185	566	73	28	29.041199	I.
2	2	34	0	0	0	1495	577	58	21	-1	
3	2	34	1	0	0	1495	577	58	21	-1	
4	2	34	1	1	0	1495	577	58	21	-1	
5	2	34	1	1	1	1495	577	58	21	89.324005	Surt:
2	2	35	0	0	0	174	622	94	41	-1	
3	2	35	1	0	0	174	622	94	41	-1	
4	2	35	1	1	0	174	622	94	41	-1	
5	2	35	1	1	1	174	622	94	41	38.888062	D.
2	2	36	0	0	0	250	585	17	44	-1	
3	2	36	1	0	0	250	585	17	44	-1	
4	2	36	1	1	0	250	585	17	44	-1	
5	2	36	1	1	1	250	585	17	44	80.073166	\
2	2	37	0	0	0	81	645	87	53	-1	
3	2	37	1	0	0	81	645	87	53	-1	
4	2	37	1	1	0	81	645	87	53	-1	
5	2	37	1	1	1	81	645	87	53	54.513290	ual
2	2	38	0	0	0	346	645	40	31	-1	
3	2	38	1	0	0	346	645	40	31	-1	
4	2	38	1	1	0	346	645	40	31	-1	
5	2	38	1	1	1	346	645	40	31	96.737007	35
2	2	39	0	0	0	451	645	41	31	-1	
3	2	39	1	0	0	451	645	41	31	-1	
4	2	39	1	1	0	451	645	41	31	-1	
5	2	39	1	1	1	451	645	41	31	96.899544	36
2	2	40	0	0	0	557	645	40	31	-1	
3	2	40	1	0	0	557	645	40	31	-1	
4	2	40	1	1	0	557	645	40	31	-1	
5	2	40	1	1	1	557	645	40	31	96.532730	37
2	2	41	0	0	0	662	645	41	31	-1	
3	2	41	1	0	0	662	645	41	31	-1	
4	2	41	1	1	0	662	645	41	31	-1	
5	2	41	1	1	1	662	645	41	31	96.956055	38
2	2	42	0	0	0	768	645	40	31	-1	
3	2	42	1	0	0	768	645	40	31	-1	
4	2	42	1	1	0	768	645	40	31	-1	
5	2	42	1	1	1	768	645	40	31	96.863396	39
2	2	43	0	0	0	873	645	41	31	-1	
3	2	43	1	0	0	873	645	41	31	-1	
4	2	43	1	1	0	873	645	41	31	-1	
5	2	43	1	1	1	873	645	41	31	96.902626	40
2	2	44	0	0	0	979	645	38	30	-1	
3	2	44	1	0	0	979	645	38	30	-1	
4	2	44	1	1	0	979	645	38	30	-1	
5	2	44	1	1	1	979	645	38	30	96.646118	41
2	2	45	0	0	0	1084	645	39	30	-1	
3	2	45	1	0	0	1084	645	39	30	-1	
4	2	45	1	1	0	1084	645	39	30	-1	
5	2	45	1	1	1	1084	645	39	30	96.829735	42
2	2	46	0	0	0	190	669	41	38	-1	
3	2	46	1	0	0	190	669	41	38	-1	
4	2	46	1	1	0	190	669	41	38	-1	
5	2	46	1	1	1	190	669	41	38	37.819519	4
2	2	47	0	0	0	467	701	10	29	-1	
3	2	47	1	0	0	467	701	10	29	-1	
4	2	47	1	1	0	467	701	10	29	-1	
5	2	47	1	1	1	467	701	10	29	91.077263	1
2	2	48	0	0	0	572	701	10	29	-1	
3	2	48	1	0	0	572	701	10	29	-1	
4	2	48	1	1	0	572	701	10	29	-1	
5	2	48	1	1	1	572	701	10	29	94.822304	1
2	2	49	0	0	0	673	701	18	29	-1	
3	2	49	1	0	0	673	701	18	29	-1	
4	2	49	1	1	0	673	701	18	29	-1	
5	2	49	1	1	1	673	701	18	29	96.605080	2
2	2	50	0	0	0	783	701	10	29	-1	
3	2	50	1	0	0	783	701	10	29	-1	
4	2	50	1	1	0	783	701	10	29	-1	
5	2	50	1	1	1	783	701	10	29	94.047127	1
2	2	51	0	0	0	889	701	10	29	-1	
3	2	51	1	0	0	889	701	10	29	-1	
4	2	51	1	1	0	889	701	10	29	-1	
5	2	51	1	1	1	889	701	10	29	88.571877	1
2	2	52	0	0	0	1748	783	97	25	-1	
3	2	52	1	0	0	1748	783	97	25	-1	
