0;UNI;1;A;S;1
01010002;42;2;A;S;2
01010002;44;3;A;S;3
01010002;46;4;A;S;4
01010002;48;5;A;S;5
01010002;50;6;A;S;6
01010002;52;7;A;S;7
01010002;54;8;A;S;8
01010002;56;9;A;S;9
01010002;58;10;A;S;10
01010002;60;11;A;S;11
01010003;42;2;A;S;2
01010003;44;3;A;S;3
01010003;46;4;A;S;4
01010003;48;5;A;S;5
01010003;50;6;A;S;6
01010003;52;7;A;S;7
01010003;54;8;A;S;8
01010003;56;9;A;S;9
01010003;58;10;A;S;10
01010003;60;11;A;S;11
01010004;44;3;A;S;3
01010004;46;4;A;S;4
01010004;48;5;A;S;5
01010004;50;6;A;S;6
01010004;52;7;A;S;7
01010004;54;8;A;S;8
01010004;56;9;A;S;9
01010005;44;3;A;S;3
01010005;46;4;A;S;4
01010005;48;5;A;S;5
01010005;50;6;A;S;6
01010005;52;7;A;S;7
01010005;54;8;A;S;8
01010005;56;9;A;S;9
01010005;58;10;A;S;10
01010006;42;2;A;S;2
01010006;44;3;A;S;3
01010006;46;4;A;S;4
01010006;48;5;A;S;5
01010006;50;6;A;S;6
01010006;52;7;A;S;7
01010006;54;8;A;S;8
01010006;56;9;A;S;9
01010006;58;10;A;S;10
01010006;60;11;A;S;11
01010007;44;3;A;S;3
01010007;46;4;A;S;4
01010007;48;5;A;S;5
01010007;50;6;A;S;6
01010007;52;7;A;S;7
01010007;54;8;A;S;8
01010007;56;9;A;S;9
01010007;58;10;A;S;10
01010007;60;11;A;S;11
01010008;44;3;A;S;3
01010008;46;4;A;S;4
01010008;48;5;A;S;5
01010008;50;6;A;S;6
01010008;52;7;A;S;7
01010008;54;8;A;S;8
01010008;56;9;A;S;9
01010009;46;4;A;S;4
01010009;48;5;A;S;5
01010009;50;6;A;S;6
01010009;52;7;A;S;7
01010009;54;8;A;S;8
01010009;56;9;A;S;9
01010009;58;10;A;S;10
01010009;60;11;A;S;11
01010010;44;3;A;S;3
01010010;46;4;A;S;4
01010010;48;5;A;S;5
01010010;50;6;A;S;6
01010010;52;7;A;S;7
01010010;54;8;A;S;8
01010010;56;9;A;S;9
01010010;58;10;A;S;10
01010010;60;11;A;S;11
01010011;44;3;A;S;3
01010011;46;4;A;S;4
01010011;48;5;A;S;5
01010011;50;6;A;S;6
01010011;52;7;A;S;7
01010011;54;8;A;S;8
01010011;56;9;A;S;9
01010011;58;10;A;S;10
01010011;60;11;A;S;11
01010012;42;2;A;S;2
01010012;44;3;A;S;3
01010012;46;4;A;S;4
01010012;48;5;A;S;5
01010012;50;6;A;S;6
01010012;52;7;A;S;7
01010012;54;8;A;S;8
01010012;56;9;A;S;9
01010012;58;10;A;S;10
01010012;60;11;A;S;11
01010016;40;1;A;S;1
01010016;42;2;A;S;2
01010016;44;3;A;S;3
01010016;46;4;A;S;4
01010016;48;5;A;S;5
01010016;50;6;A;S;6
01010016;52;7;A;S;7
01010017;38;3;A;S;3
01010017;40;4;A;S;4
01010017;42;5;A;S;5
01010017;44;6;A;S;6
01010017;46;7;A;S;7
01010017;48;8;A;S;8
01010017;50;9;A;S;9
01010017;52;10;A;S;10
01010018;40;1;A;S;1
01010018;42;2;A;S;2
01010018;44;3;A;S;3
01010018;46;4;A;S;4
01010018;48;5;A;S;5
01010018;50;6;A;S;6
01010018;52;7;A;S;7
01010019;40;1;A;S;1
01010019;42;2;A;S;2
01010019;44;3;A;S;3
01010019;46;4;A;S;4
01010019;48;5;A;S;5
01010019;50;6;A;S;6
01010019;52;7;A;S;7
01010020;40;1;A;S;1
01010020;42;2;A;S;2
01010020;44;3;A;S;3
01010020;46;4;A;S;4
01010020;48;5;A;S;5
01010020;50;6;A;S;6
01010021;44;3;A;S;3
01010021;46;4;A;S;4
01010021;48;5;A;S;5
01010021;50;6;A;S;6
01010021;52;7;A;S;7
01010021;54;8;A;S;8
01010021;56;9;A;S;9
01010021;58;10;A;S;10
01010022;46;4;A;S;4
01010022;48;5;A;S;5
01010022;50;6;A;S;6
01010022;52;7;A;S;7
01010022;54;8;A;S;8
01010022;56;9;A;S;9
01010022;58;10;A;S;10
01010022;60;11;A;S;11
01010022;62;12;A;S;12
01010024;42;2;A;S;2
01010024;44;3;A;S;3
01010024;46;4;A;S;4
01010024;48;5;A;S;5
01010024;50;6;A;S;6
01010024;52;7;A;S;7
01010024;54;8;A;S;8
01010024;56;9;A;S;9
01010025;42;2;A;S;2
01010025;44;3;A;S;3
01010025;46;4;A;S;4
01010025;48;5;A;S;5
01010025;50;6;A;S;6
01010025;52;7;A;S;7
01010025;54;8;A;S;8
01010025;56;9;A;S;9
01010026;42;2;A;S;2
01010026;44;3;A;S;3
01010026;46;4;A;S;4
01010026;48;5;A;S;5
01010026;50;6;A;S;6
01010026;52;7;A;S;7
01010026;54;8;A;S;8
01010026;56;9;A;S;9
01010029;42;2;A;S;2
01010029;44;3;A;S;3
01010029;46;4;A;S;4
01010029;48;5;A;S;5
01010029;50;6;A;S;6
01010029;52;7;A;S;7
01010029;54;8;A;S;8
01010030;42;2;A;S;2
01010030;44;3;A;S;3
01010030;46;4;A;S;4
01010030;48;5;A;S;5
01010030;50;6;A;S;6
01010030;52;7;A;S;7
01010030;54;8;A;S;8
01010030;56;9;A;S;9
01010031;42;2;A;S;2
01010031;44;3;A;S;3
01010031;46;4;A;S;4
01010031;48;5;A;S;5
01010031;50;6;A;S;6
01010031;52;7;A;S;7
01010031;54;8;A;S;8
01010031;56;9;A;S;9
01010031;58;10;A;S;10
01010032;42;2;A;S;2
01010032;44;3;A;S;3
01010032;46;4;A;S;4
01010032;48;5;A;S;5
01010032;50;6;A;S;6
01010032;52;7;A;S;7
01010032;54;8;A;S;8
01010032;56;9;A;S;9
01010033;44;3;A;S;3
01010033;46;4;A;S;4
01010033;48;5;A;S;5
01010033;50;6;A;S;6
01010033;52;7;A;S;7
01010033;54;8;A;S;8
01010033;56;9;A;S;9
01010033;58;10;A;S;10
01010033;60;11;A;S;11
01010033;62;12;A;S;12
01010034;44;3;A;S;3
01010034;46;4;A;S;4
01010034;48;5;A;S;5
01010034;50;6;A;S;6
01010034;52;7;A;S;7
01010034;54;8;A;S;8
01010034;56;9;A;S;9
01010034;58;10;A;S;10
01010035;42;2;A;S;2
01010035;44;3;A;S;3
01010035;46;4;A;S;4
01010035;48;5;A;S;5
01010035;50;6;A;S;6
01010035;52;7;A;S;7
01010035;54;8;A;S;8
01010035;56;9;A;S;9
01010035;58;10;A;S;10
01010035;60;11;A;S;11
01010035;62;12;A;S;12
01010036;44;3;A;S;3
01010036;46;4;A;S;4
01010036;48;5;A;S;5
01010036;50;6;A;S;6
01010036;52;7;A;S;7
01010036;54;8;A;S;8
01010036;56;9;A;S;9
01010036;58;10;A;S;10
01010036;60;11;A;S;11
01010036;62;12;A;S;12
01010037;42;2;A;S;2
01010037;44;3;A;S;3
01010037;46;4;A;S;4
01010037;48;5;A;S;5
01010037;50;6;A;S;6
01010037;52;7;A;S;7
01010037;54;8;A;S;8
01010037;56;9;A;S;9
01010037;58;10;A;S;10
01010037;60;11;A;S;11
01010037;62;12;A;S;12
01010038;44;3;A;S;3
01010038;46;4;A;S;4
01010038;48;5;A;S;5
01010038;50;6;A;S;6
01010038;52;7;A;S;7
01010038;54;8;A;S;8
01010038;56;9;A;S;9
01010038;58;10;A;S;10
01010039;44;3;A;S;3
01010039;46;4;A;S;4
01010039;48;5;A;S;5
01010039;50;6;A;S;6
01010039;52;7;A;S;7
01010039;54;8;A;S;8
01010039;56;9;A;S;9
01010039;58;10;A;S;10
01010039;60;11;A;S;11
01010041;42;2;A;S;2
01010041;44;3;A;S;3
01010041;46;4;A;S;4
01010041;48;5;A;S;5
01010041;50;6;A;S;6
01010041;52;7;A;S;7
01010041;54;8;A;S;8
01010041;56;9;A;S;9
01010041;58;10;A;S;10
01010041;60;11;A;S;11
01010042;42;2;A;S;2
01010042;44;3;A;S;3
01010042;46;4;A;S;4
01010042;48;5;A;S;5
01010042;50;6;A;S;6
01010042;52;7;A;S;7
01010042;54;8;A;S;8
01010042;56;9;A;S;9
01010043;40;1;A;S;1
01010043;42;2;A;S;2
01010043;44;3;A;S;3
01010043;46;4;A;S;4
01010043;48;5;A;S;5
01010043;50;6;A;S;6
01010043;52;7;A;S;7
01010043;54;8;A;S;8
01010045;42;2;A;S;2
01010045;44;3;A;S;3
01010045;46;4;A;S;4
01010045;48;5;A;S;5
01010045;50;6;A;S;6
01010045;52;7;A;S;7
01010047;42;2;A;S;2
01010047;44;3;A;S;3
01010047;46;4;A;S;4
01010048;42;2;A;S;2
01010048;44;3;A;S;3
01010048;46;4;A;S;4
01010048;48;5;A;S;5
01010049;44;3;A;S;3
01010049;46;4;A;S;4
01010049;48;5;A;S;5
01010049;50;6;A;S;6
01010049;52;7;A;S;7
01010049;54;8;A;S;8
01010049;56;9;A;S;9
01010049;58;10;A;S;10
01010049;60;11;A;S;11
01010051;42;2;A;S;2
01010051;44;3;A;S;3
01010051;46;4;A;S;4
01010051;48;5;A;S;5
01010051;50;6;A;S;6
01010051;52;7;A;S;7
01010051;54;8;A;S;8
01010051;56;9;A;S;9
01010051;58;10;A;S;10
01010051;60;11;A;S;11
01010052;40;1;A;S;1
01010052;42;2;A;S;2
01010052;44;3;A;S;3
01010052;46;4;A;S;4
01010052;48;5;A;S;5
01010052;50;6;A;S;6
01010052;52;7;A;S;7
01010053;42;2;A;S;2
01010053;44;3;A;S;3
01010053;46;4;A;S;4
01010053;48;5;A;S;5
01010053;50;6;A;S;6
01010053;52;7;A;S;7
01010054;42;2;A;S;2
01010054;44;3;A;S;3
01010054;46;4;A;S;4
01010054;48;5;A;S;5
01010054;50;6;A;S;6
01010054;52;7;A;S;7
01010055;42;2;A;S;2
01010055;44;3;A;S;3
01010055;46;4;A;S;4
01010055;48;5;A;S;5
01010055;50;6;A;S;6
01010055;52;7;A;S;7
01010056;40;1;A;S;1
01010056;44;3;A;S;3
